ID,ham_or_spam
1515581142_8917,0.0
1515581144_9450,0.0
1515581146_8792,0.0
1515581148_1660,0.0
1515581148_6484,0.0
1515581151_9230,0.0
1515581154_7760,0.0
1515581156_9548,0.0
1515581158_1801,0.0
1515581160_6088,0.0
1515581162_5733,0.0
1515581165_4066,0.0
1515581167_4828,0.0
1515581169_4249,0.0
1515581171_3214,0.0
1515581174_2917,0.0
1515581176_7812,0.0
1515581178_3506,0.0
1515581180_4309,0.0
1515581183_8975,0.0
1515581185_9071,0.0
1515581187_6490,0.0
1515581190_7853,0.0
1515581192_7759,0.0
1515581194_2045,0.0
1515581196_7459,0.0
1515581198_9375,0.0
1515581200_7784,0.0
1515581202_1724,0.0
1515581204_8158,0.0
1515581206_3030,0.0
1515581823_4108,0.0
1515581825_4584,0.0
1515581827_6135,0.0
1515581830_9237,0.0
1515581832_2495,0.0
1515581834_5086,0.0
1515581836_5962,0.0
1515581838_9395,0.0
1515581840_5452,0.0
1515581841_3477,0.0
1515581842_4362,0.0
1515581843_5686,0.0
1515581844_7324,0.0
1515581845_1883,0.0
1515581847_7517,0.0
1515581847_8379,0.0
1515581849_7975,0.0
1515581850_2070,0.0
1515581851_5646,0.0
1515581852_1174,0.0
1515581853_1489,0.0
1515581854_7037,0.0
1515581856_4754,0.0
1515581857_4945,0.0
1515581859_7412,0.0
1515581860_1524,0.0
1515581861_3417,0.0
1515581862_6650,0.0
1515581863_7215,0.0
1515581864_5672,0.0
1515581866_8594,0.0
1515581867_5584,0.0
1515581868_3041,0.0
1515581869_5095,0.0
1515581870_5129,0.0
1515581871_1753,0.0
1515581872_5397,0.0
1515581873_5498,0.0
1515581874_3464,0.0
1515581875_9021,0.0
1515581877_9994,0.0
1515581878_2696,0.0
1515581879_3894,0.0
1515581880_1337,0.0
1515581881_1666,0.0
1515581882_4151,0.0
1515581883_8842,0.0
1515581884_3745,0.0
1515581885_6899,0.0
1515581886_3698,0.0
1515581887_7427,0.0
1515581888_6698,0.0
1515581890_8225,0.0
1515581891_5048,0.0
1515581892_1864,0.0
1515581893_2841,0.0
1515581894_2205,0.0
1515581895_3082,0.0
1515581896_1369,0.0
1515581897_9124,0.0
1515581898_1431,0.0
1515581899_5020,0.0
1515581901_9506,0.0
1515581902_6300,0.0
1515581903_6574,0.0
1515581904_9934,0.0
1515581905_1930,0.0
1515581906_5813,0.0
1515581907_8406,0.0
1515581908_5196,0.0
1515581910_2351,0.0
1515581910_9043,0.0
1515581912_4730,0.0
1515581913_7833,0.0
1515581914_8262,0.0
1515581915_1345,0.0
1515581916_9382,0.0
1515581917_3761,0.0
1515581918_1276,0.0
1515581919_5933,0.0
1515581920_1345,0.0
1515581922_4355,0.0
1515581923_2849,0.0
1515581924_7746,0.0
1515581925_3951,0.0
1515581926_4391,0.0
1515581927_5446,0.0
1515581928_4054,0.0
1515581929_8925,0.0
1515581930_4509,0.0
1515581931_1514,0.0
1515581933_4371,0.0
1515581934_1720,0.0
1515581935_8103,0.0
1515581936_3305,0.0
1515581937_3248,0.0
1515581938_4867,0.0
1515581939_7513,0.0
1515581940_2560,0.0
1515581941_4565,0.0
1515581943_1900,0.0
1515581944_3201,0.0
1515581945_1094,0.0
1515581946_1316,0.0
1515581947_9724,0.0
1515581948_6648,0.0
1515581949_3224,0.0
1515581950_7974,0.0
1515581951_2214,0.0
1515581952_7342,0.0
1515581954_6137,0.0
1515581955_3651,0.0
1515581956_6086,0.0
1515581957_8558,0.0
1515581958_6386,0.0
1515581959_1179,0.0
1515581960_6021,0.0
1515581961_2701,0.0
1515581962_3242,0.0
1515581963_8791,0.0
1515581964_5054,0.0
1515581967_4841,0.0
1515581967_8106,0.0
1515581969_3317,0.0
1515581969_7088,0.0
1515581971_4325,0.0
1515581971_7749,0.0
1515581973_5413,0.0
1515581973_9643,0.0
1515581975_1276,0.0
1515581976_7085,0.0
1515581978_5735,0.0
1515581978_9423,0.0
1515581980_5958,0.0
1515581980_7058,0.0
1515581982_6028,0.0
1515581982_6538,0.0
1515581985_5553,0.0
1515581985_5649,0.0
1515581987_4453,0.0
1515581987_5325,0.0
1515581989_5717,0.0
1515581989_7041,0.0
1515581991_2803,0.0
1515581991_3218,0.0
1515581994_4688,0.0
1515581994_8725,0.0
1515581996_5893,0.0
1515581996_7680,0.0
1515581998_3500,0.0
1515581999_7606,0.0
1515582000_4786,0.0
1515582001_5542,0.0
1515582003_2351,0.0
1515582003_6696,0.0
1515582005_6301,0.0
1515582006_7989,0.0
1515582007_8576,0.0
1515582008_5061,0.0
1515582009_9818,0.0
1515582010_1439,0.0
1515582012_2807,0.0
1515582013_6897,0.0
1515582014_6571,0.0
1515582015_4734,0.0
1515582016_2805,0.0
1515582017_8781,0.0
1515582019_3264,0.0
1515582019_4399,0.0
1515582021_1661,0.0
1515582022_5725,0.0
1515582023_9124,0.0
1515582024_9564,0.0
1515582026_1967,0.0
1515582026_6269,0.0
1515582028_4444,0.0
1515582029_6431,0.0
1515582031_6818,0.0
1515582032_5268,0.0
1515582033_3614,0.0
1515582034_8411,0.0
1515582035_6761,0.0
1515582036_6987,0.0
1515582037_1568,0.0
1515582039_9619,0.0
1515582040_9099,0.0
1515582041_1989,0.0
1515582043_1987,0.0
1515582043_6778,0.0
1515582045_4302,0.0
1515582046_4180,0.0
1515582048_1015,0.0
1515582049_9487,0.0
1515582050_3887,0.0
1515582051_1847,0.0
1515582052_8195,0.0
1515582053_2960,0.0
1515582055_7599,0.0
1515582055_9713,0.0
1515582058_9329,0.0
1515582061_6970,0.0
1515582063_3894,0.0
1515582066_6931,0.0
1515582066_9458,0.0
1515582068_9069,0.0
1515582070_4581,0.0
1515582073_8480,0.0
1515582076_1734,0.0
1515582078_7294,0.0
1515582081_4992,0.0
1515582716_3513,0.0
1515582716_5363,0.0
1515582719_7902,0.0
1515582719_8485,0.0
1515582721_1677,0.0
1515582721_6135,0.0
1515582723_7859,0.0
1515582726_9571,0.0
1515582728_2115,0.0
1515582730_8912,0.0
1515582731_8968,0.0
1515582732_5579,0.0
1515582734_5546,0.0
1515582737_8114,0.0
1515582739_4695,0.0
1515582742_7172,0.0
1515582745_1801,0.0
1515582747_4531,0.0
1515582749_7221,0.0
1515582751_6708,0.0
1515582754_8929,0.0
1515582756_4183,0.0
1515582758_4086,0.0
1515582761_1637,0.0
1515582764_2823,0.0
1515582766_8040,0.0
1515582768_6885,0.0
1515582770_8504,0.0
1515582773_4261,0.0
1515582775_3088,0.0
1515582777_7284,0.0
1515582780_9487,0.0
1515582782_6770,0.0
1515582784_3220,0.0
1515582786_2545,0.0
1515582788_4284,0.0
1515582791_9236,0.0
1515582793_5993,0.0
1515582795_6780,0.0
1515582797_3552,0.0
1515582800_6560,0.0
1515582802_4215,0.0
1515582804_9428,0.0
1515582807_1206,0.0
1515582809_1883,0.0
1515582811_4985,0.0
1515582813_9548,0.0
1515582815_5390,0.0
1515582818_7598,0.0
1515582820_6678,0.0
1515582822_4373,0.0
1515582824_4003,0.0
1515582827_8536,0.0
1515582829_7300,0.0
1515582831_2198,0.0
1515582833_9291,0.0
1515582835_2522,0.0
1515582838_8832,0.0
1515582840_2329,0.0
1515582842_4397,0.0
1515582845_8598,0.0
1515582847_8444,0.0
1515582849_7322,0.0
1515582851_8403,0.0
1515582854_6489,0.0
1515582856_2601,0.0
1515582858_7078,0.0
1515582860_9107,0.0
1515582863_8088,0.0
1515582865_2724,0.0
1515582867_7105,0.0
1515582869_6460,0.0
1515582872_7179,0.0
1515582874_1374,0.0
1515582876_8831,0.0
1515582878_5499,0.0
1515582880_5499,0.0
1515582883_1000,0.0
1515582885_3063,0.0
1515582887_7178,0.0
1515582890_9878,0.0
1515582893_7523,0.0
1515582895_2665,0.0
1515582897_1573,0.0
1515582899_4098,0.0
1515582902_8202,0.0
1515582904_1480,0.0
1515582906_9561,0.0
1515582908_4034,0.0
1515582910_3649,0.0
1515582913_5003,0.0
1515582916_5284,0.0
1515582918_9323,0.0
1515582920_8851,0.0
1515582922_1951,0.0
1515582924_9748,0.0
1515582927_4867,0.0
1515582929_1775,0.0
1515582931_9467,0.0
1515582933_6271,0.0
1515582936_1680,0.0
1515582938_9883,0.0
1515582940_4208,0.0
1515582942_3040,0.0
1515582945_3741,0.0
1515582947_3658,0.0
1515582949_7780,0.0
1515582951_4863,0.0
1515582953_7415,0.0
1515582955_8016,0.0
1515582958_2841,0.0
1515582960_6127,0.0
1515582962_9267,0.0
1515582964_9620,0.0
1515582967_4797,0.0
1515582970_9847,0.0
1515582972_4358,0.0
1515582974_1694,0.0
1515582977_9201,0.0
1515582979_9386,0.0
1515582981_2655,0.0
1515582984_7510,0.0
1515582986_1107,0.0
1515582989_4296,0.0
1515582991_5957,0.0
1515582993_6721,0.0
1515583401_9035,0.0
1515583404_3140,0.0
1515583406_9800,0.0
1515583408_5325,0.0
1515583411_8437,0.0
1515583413_4064,0.0
1515583415_8440,0.0
1515583417_7577,0.0
1515583420_1494,0.0
1515583422_7693,0.0
1515583424_1188,0.0
1515583426_4051,0.0
1515583428_1474,0.0
1515583431_4511,0.0
1515583433_2272,0.0
1515583435_6111,0.0
1515583438_3635,0.0
1515583440_7349,0.0
1515583442_4936,0.0
1515583444_8722,0.0
1515583446_5661,0.0
1515583449_5275,0.0
1515583451_3721,0.0
1515583453_1754,0.0
1515583455_8782,0.0
1515583458_3488,0.0
1515583460_6647,0.0
1515583462_7309,0.0
1515583465_1372,0.0
1515583468_1258,0.0
1515583470_6516,0.0
1515583472_8842,0.0
1515583475_8457,0.0
1515583477_2653,0.0
1515583479_5290,0.0
1515583481_1074,0.0
1515583483_8652,0.0
1515583486_7767,0.0
1515583488_7847,0.0
1515583490_5550,0.0
1515583492_8629,0.0
1515583494_2330,0.0
1515583497_2250,0.0
1515583499_6934,0.0
1515583501_3367,0.0
1515583503_4313,0.0
1515583505_1710,0.0
1515583508_9933,0.0
1515583510_9853,0.0
1515583512_3293,0.0
1515583514_9157,0.0
1515583516_1023,0.0
1515583519_3121,0.0
1515583521_9962,0.0
1515583523_3720,0.0
1515583525_9676,0.0
1515583527_9113,0.0
1515583529_1112,0.0
1515583532_4580,0.0
1515583534_8548,0.0
1515583537_2916,0.0
1515583539_5978,0.0
1515583542_3559,0.0
1515583544_9169,0.0
1515583546_8852,0.0
1515583548_8600,0.0
1515583551_4436,0.0
1515583553_5000,0.0
1515583555_1829,0.0
1515583557_1203,0.0
1515583559_7118,0.0
1515583562_2948,0.0
1515583564_5326,0.0
1515583566_1007,0.0
1515583568_9669,0.0
1515583570_8060,0.0
1515583572_6166,0.0
1515583575_4446,0.0
1515583577_2345,0.0
1515583579_7213,0.0
1515583581_6503,0.0
1515583584_8878,0.0
1515583586_7007,0.0
1515583588_5583,0.0
1515583590_9731,0.0
1515583592_3348,0.0
1515583595_8299,0.0
1515583597_2432,0.0
1515583599_8771,0.0
1515583601_8932,0.0
1515583604_6267,0.0
1515583607_5239,0.0
1515583610_6402,0.0
1515583612_8888,0.0
1515583614_9170,0.0
1515583617_4673,0.0
1515583620_6179,0.0
1515583622_6717,0.0
1515583624_7956,0.0
1515583627_9421,0.0
1515583631_6197,0.0
1515583634_9146,0.0
1515583636_1139,0.0
1515583638_8754,0.0
1515583642_7014,0.0
1515583644_3886,0.0
1515583646_4042,0.0
1515583646_4580,0.0
1515583648_5396,0.0
1515583651_7919,0.0
1515583653_1874,0.0
1515583656_2623,0.0
1515583658_9432,0.0
1515583661_1423,0.0
1515583664_5488,0.0
1515583667_9110,0.0
1515583669_5096,0.0
1515583672_6797,0.0
1515584305_7685,0.0
1515584308_7497,0.0
1515584310_3169,0.0
1515584312_2354,0.0
1515584315_5525,0.0
1515584317_2695,0.0
1515584319_7304,0.0
1515584321_7574,0.0
1515584324_9809,0.0
1515584326_4376,0.0
1515584328_3734,0.0
1515584330_2944,0.0
1515584338_4881,0.0
1515584340_7827,0.0
1515584341_9474,0.0
1515584343_2532,0.0
1515584345_6858,0.0
1515584347_1183,0.0
1515584349_8380,0.0
1515584352_9152,0.0
1515584354_6684,0.0
1515584356_6683,0.0
1515584358_5208,0.0
1515584361_2034,0.0
1515584363_8024,0.0
1515584365_3216,0.0
1515584367_4698,0.0
1515584370_6383,0.0
1515584372_6245,0.0
1515584374_5825,0.0
1515584376_8855,0.0
1515584379_1859,0.0
1515584382_4296,0.0
1515584384_5403,0.0
1515584387_7276,0.0
1515584389_3838,0.0
1515584391_9972,0.0
1515584393_2175,0.0
1515584395_7440,0.0
1515584397_9789,0.0
1515584400_3738,0.0
1515584402_4716,0.0
1515584404_7840,0.0
1515584406_4229,0.0
1515584409_4262,0.0
1515584411_1664,0.0
1515584413_1130,0.0
1515584415_3656,0.0
1515584417_9168,0.0
1515584420_9046,0.0
1515584422_6239,0.0
1515584424_6633,0.0
1515584426_9152,0.0
1515584429_4512,0.0
1515584431_1878,0.0
1515584433_2946,0.0
1515584435_3870,0.0
1515584437_8994,0.0
1515584440_1145,0.0
1515584442_4614,0.0
1515584444_6471,0.0
1515584446_8639,0.0
1515584448_7508,0.0
1515584450_1951,0.0
1515584453_9851,0.0
1515584455_3966,0.0
1515584457_7500,0.0
1515584459_7246,0.0
1515584462_9900,0.0
1515584464_2260,0.0
1515584466_7858,0.0
1515584468_7707,0.0
1515584470_3493,0.0
1515584473_6370,0.0
1515584475_1697,0.0
1515584477_8679,0.0
1515584479_9518,0.0
1515584481_2049,0.0
1515584484_6864,0.0
1515584486_2575,0.0
1515584488_6956,0.0
1515584490_5979,0.0
1515584492_4755,0.0
1515584495_5362,0.0
1515584497_7187,0.0
1515584499_5883,0.0
1515584501_6529,0.0
1515584505_6624,0.0
1515584507_8845,0.0
1515584509_2508,0.0
1515584511_9945,0.0
1515584513_3795,0.0
1515584515_5538,0.0
1515584518_5143,0.0
1515584520_3820,0.0
1515584522_5522,0.0
1515584524_4062,0.0
1515584526_7663,0.0
1515584528_9678,0.0
1515584531_2326,0.0
1515584533_6586,0.0
1515584535_8169,0.0
1515584537_5423,0.0
1515584539_6415,0.0
1515584542_7194,0.0
1515584544_6156,0.0
1515584546_9340,0.0
1515584548_5133,0.0
1515584550_5028,0.0
1515584553_5445,0.0
1515584555_2013,0.0
1515584557_8041,0.0
1515584559_2780,0.0
1515584562_3472,0.0
1515584564_4969,0.0
1515584566_4660,0.0
1515584569_2027,0.0
1515584571_8416,0.0
1515584574_3280,0.0
1515584576_5245,0.0
1515584578_3454,0.0
1515584581_7549,0.0
1515584583_8180,0.0
1515584585_7488,0.0
1515584588_2786,0.0
1515584591_6749,0.0
1515584594_4729,0.0
1515584596_8632,0.0
1515584598_9779,0.0
1515584600_3111,0.0
1515584603_1246,0.0
1515584606_3319,0.0
1515584608_8864,0.0
1515584611_9020,0.0
1515584614_9464,0.0
1515584617_9634,0.0
1515584620_8211,0.0
1515584623_6034,0.0
1515584625_4699,0.0
1515584628_8481,0.0
1515584631_7113,0.0
1515585008_6045,0.0
1515585011_7680,0.0
1515585013_8642,0.0
1515585015_3588,0.0
1515585018_1456,0.0
1515585020_8827,0.0
1515585022_2784,0.0
1515585024_2182,0.0
1515585027_3114,0.0
1515585029_2459,0.0
1515585031_2209,0.0
1515585033_7295,0.0
1515585036_1294,0.0
1515585038_1192,0.0
1515585040_4164,0.0
1515585043_5572,0.0
1515585045_2427,0.0
1515585047_5962,0.0
1515585049_8800,0.0
1515585052_4582,0.0
1515585054_3806,0.0
1515585056_6577,0.0
1515585058_4690,0.0
1515585060_2521,0.0
1515585063_9312,0.0
1515585065_8381,0.0
1515585067_9124,0.0
1515585069_8191,0.0
1515585072_8738,0.0
1515585074_2625,0.0
1515585076_9892,0.0
1515585078_8917,0.0
1515585081_6686,0.0
1515585083_7619,0.0
1515585086_4569,0.0
1515585088_5676,0.0
1515585091_5909,0.0
1515585093_5868,0.0
1515585096_6199,0.0
1515585098_4004,0.0
1515585100_1176,0.0
1515585102_4065,0.0
1515585105_8095,0.0
1515585107_6491,0.0
1515585109_6598,0.0
1515585111_7143,0.0
1515585114_7015,0.0
1515585116_5106,0.0
1515585118_3964,0.0
1515585120_6291,0.0
1515585123_3712,0.0
1515585125_6031,0.0
1515585127_3421,0.0
1515585129_3896,0.0
1515585132_5342,0.0
1515585134_6867,0.0
1515585136_4127,0.0
1515585138_4650,0.0
1515585141_7686,0.0
1515585143_7834,0.0
1515585146_9319,0.0
1515585148_2757,0.0
1515585151_8766,0.0
1515585153_5005,0.0
1515585155_9647,0.0
1515585157_4163,0.0
1515585160_1444,0.0
1515585162_6844,0.0
1515585164_5922,0.0
1515585166_3613,0.0
1515585168_5207,0.0
1515585171_8370,0.0
1515585173_9274,0.0
1515585175_2407,0.0
1515585177_6177,0.0
1515585180_9344,0.0
1515585182_5145,0.0
1515585184_5430,0.0
1515585186_6201,0.0
1515585188_6745,0.0
1515585190_7001,0.0
1515585193_2717,0.0
1515585195_2957,0.0
1515585197_2515,0.0
1515585200_3659,0.0
1515585202_6040,0.0
1515585204_5135,0.0
1515585206_8095,0.0
1515585208_2337,0.0
1515585210_2793,0.0
1515585212_9379,0.0
1515585215_7123,0.0
1515585217_7729,0.0
1515585220_6302,0.0
1515585224_8879,0.0
1515585226_1549,0.0
1515585229_3008,0.0
1515585231_6638,0.0
1515585235_3057,0.0
1515585288_1887,0.0
1515585291_7715,0.0
1515585294_2810,0.0
1515585297_4781,0.0
1515585926_7250,0.0
1515585927_7468,0.0
1515585928_5446,0.0
1515585929_6735,0.0
1515585930_8794,0.0
1515585931_6672,0.0
1515585933_5573,0.0
1515585933_5758,0.0
1515585935_3091,0.0
1515585935_9254,0.0
1515585937_5000,0.0
1515585937_7711,0.0
1515585939_2907,0.0
1515585939_9314,0.0
1515585941_1382,0.0
1515585942_8388,0.0
1515585943_2740,0.0
1515585944_1956,0.0
1515585945_3153,0.0
1515585946_5109,0.0
1515585947_6352,0.0
1515585948_3656,0.0
1515585949_9311,0.0
1515585950_6930,0.0
1515585952_3131,0.0
1515585952_9691,0.0
1515585954_5267,0.0
1515585954_5826,0.0
1515585956_1666,0.0
1515585957_3054,0.0
1515585958_5793,0.0
1515585959_5997,0.0
1515585961_3347,0.0
1515585961_7685,0.0
1515585963_1296,0.0
1515585963_3411,0.0
1515585965_1809,0.0
1515585965_9470,0.0
1515585967_2106,0.0
1515585967_3532,0.0
1515585969_8929,0.0
1515585969_9213,0.0
1515585971_2276,0.0
1515585971_6353,0.0
1515585973_3801,0.0
1515585973_7099,0.0
1515585975_1903,0.0
1515585976_9814,0.0
1515585977_9932,0.0
1515585978_8858,0.0
1515585979_8032,0.0
1515585980_2975,0.0
1515585981_8823,0.0
1515585982_7153,0.0
1515585984_7749,0.0
1515585984_9114,0.0
1515585986_2409,0.0
1515585986_4839,0.0
1515585988_9938,0.0
1515585989_1739,0.0
1515585990_1148,0.0
1515585991_6384,0.0
1515585992_9480,0.0
1515585993_5932,0.0
1515585995_1797,0.0
1515585995_6703,0.0
1515585997_1587,0.0
1515585998_8785,0.0
1515585999_7591,0.0
1515586000_6103,0.0
1515586001_4270,0.0
1515586002_8470,0.0
1515586003_9614,0.0
1515586004_8373,0.0
1515586005_9246,0.0
1515586006_5529,0.0
1515586008_2451,0.0
1515586008_7888,0.0
1515586010_1765,0.0
1515586010_5553,0.0
1515586013_5297,0.0
1515586013_9148,0.0
1515586015_1174,0.0
1515586015_6968,0.0
1515586018_5626,0.0
1515586018_9797,0.0
1515586020_6337,0.0
1515586020_9237,0.0
1515586022_2274,0.0
1515586022_3929,0.0
1515586024_1981,0.0
1515586024_7924,0.0
1515586026_5756,0.0
1515586027_6686,0.0
1515586028_1954,0.0
1515586029_2376,0.0
1515586030_9128,0.0
1515586031_4905,0.0
1515586033_5300,0.0
1515586033_5422,0.0
1515586035_6148,0.0
1515586035_7093,0.0
1515586037_2801,0.0
1515586037_8482,0.0
1515586040_5948,0.0
1515586040_7183,0.0
1515586042_3932,0.0
1515586042_6683,0.0
1515586044_8616,0.0
1515586044_9934,0.0
1515586046_2332,0.0
1515586046_6619,0.0
1515586048_4454,0.0
1515586048_9110,0.0
1515586050_1366,0.0
1515586050_6098,0.0
1515586052_4549,0.0
1515586053_6002,0.0
1515586055_2784,0.0
1515586055_5798,0.0
1515586057_1592,0.0
1515586057_5114,0.0
1515586059_3910,0.0
1515586059_4828,0.0
1515586061_3455,0.0
1515586061_9114,0.0
1515586063_4568,0.0
1515586063_6065,0.0
1515586065_7451,0.0
1515586066_3326,0.0
1515586067_3432,0.0
1515586068_1868,0.0
1515586069_2169,0.0
1515586070_6893,0.0
1515586072_5479,0.0
1515586072_9671,0.0
1515586074_2853,0.0
1515586074_3784,0.0
1515586076_3236,0.0
1515586076_4938,0.0
1515586078_5739,0.0
1515586079_6308,0.0
1515586081_6884,0.0
1515586081_9462,0.0
1515586083_7572,0.0
1515586084_2967,0.0
1515586086_3137,0.0
1515586086_9342,0.0
1515586088_2394,0.0
1515586088_5914,0.0
1515586090_2764,0.0
1515586090_9609,0.0
1515586092_8516,0.0
1515586093_1507,0.0
1515586094_4294,0.0
1515586095_3098,0.0
1515586096_4415,0.0
1515586097_3288,0.0
1515586099_2978,0.0
1515586099_6666,0.0
1515586101_3669,0.0
1515586101_8547,0.0
1515586103_4483,0.0
1515586103_6575,0.0
1515586105_1902,0.0
1515586105_4389,0.0
1515586108_4389,0.0
1515586108_9917,0.0
1515586110_5051,0.0
1515586110_8544,0.0
1515586112_5357,0.0
1515586112_9603,0.0
1515586114_1166,0.0
1515586114_5055,0.0
1515586116_5601,0.0
1515586116_6984,0.0
1515586118_1003,0.0
1515586118_1234,0.0
1515586120_2821,0.0
1515586121_5459,0.0
1515586122_1190,0.0
1515586123_3791,0.0
1515586124_3394,0.0
1515586125_4594,0.0
1515586127_3411,0.0
1515586127_6845,0.0
1515586129_6659,0.0
1515586129_8901,0.0
1515586131_6174,0.0
1515586131_9765,0.0
1515586133_1466,0.0
1515586133_7068,0.0
1515586135_3526,0.0
1515586135_5045,0.0
1515586137_2004,0.0
1515586137_2099,0.0
1515586140_2390,0.0
1515586140_7501,0.0
1515586142_5901,0.0
1515586142_6821,0.0
1515586144_7001,0.0
1515586145_5147,0.0
1515586146_3475,0.0
1515586147_2924,0.0
1515586149_2685,0.0
1515586149_3033,0.0
1515586151_8331,0.0
1515586151_8365,0.0
1515586153_7797,0.0
1515586154_2118,0.0
1515586155_4774,0.0
1515586156_2863,0.0
1515586157_8441,0.0
1515586158_2374,0.0
1515586159_3983,0.0
1515586160_6403,0.0
1515586161_5586,0.0
1515586162_9869,0.0
1515586164_9443,0.0
1515586165_5324,0.0
1515586167_2746,0.0
1515586168_4151,0.0
1515586169_4356,0.0
1515586170_7402,0.0
1515586171_3552,0.0
1515586172_5410,0.0
1515586173_5419,0.0
1515586174_8724,0.0
1515586176_1088,0.0
1515586176_8706,0.0
1515586179_8953,0.0
1515586179_9379,0.0
1515586181_5902,0.0
1515586181_8104,0.0
1515586183_3739,0.0
1515586183_5121,0.0
1515586185_2261,0.0
1515586185_5326,0.0
1515586187_3168,0.0
1515586187_7808,0.0
1515586189_2990,0.0
1515586190_9586,0.0
